district,amphoe,province,zipcode,district_code,amphoe_code,province_code
หงษ์เจริญ,ท่าแซะ,ชุมพร,86140,860207,8602,86
หินแก้ว,ท่าแซะ,ชุมพร,86190,860208,8602,86
ชุมโค,ปะทิว,ชุมพร,86160,860304,8603,86
ดอนยาง,ปะทิว,ชุมพร,86210,860305,8603,86
ทะเลทรัพย์,ปะทิว,ชุมพร,86160,860302,8603,86
บางสน,ปะทิว,ชุมพร,86160,860301,8603,86
ปากคลอง,ปะทิว,ชุมพร,86210,860306,8603,86
สะพลี,ปะทิว,ชุมพร,86230,860303,8603,86
เกาะซีกง,ปะทิว,ชุมพร,,False,8603,86
เกาะพระ,ปะทิว,ชุมพร,,False,8603,86
เกาะยอ,ปะทิว,ชุมพร,,False,8603,86
เกาะรัง,ปะทิว,ชุมพร,,False,8603,86
เกาะร้านเป็ด,ปะทิว,ชุมพร,,False,8603,86
เกาะร้านไก่,ปะทิว,ชุมพร,,False,8603,86
เกาะเอียง,ปะทิว,ชุมพร,,False,8603,86
เกาะไข่,ปะทิว,ชุมพร,,False,8603,86
เขาไชยราช,ปะทิว,ชุมพร,86210,860307,8603,86
ปังหวาน,พะโต๊ะ,ชุมพร,86180,860603,8606,86
ปากทรง,พะโต๊ะ,ชุมพร,86180,860602,8606,86
พระรักษ์,พะโต๊ะ,ชุมพร,86180,860604,8606,86
พะโต๊ะ,พะโต๊ะ,ชุมพร,86180,860601,8606,86
ทุ่งคาวัด,ละแม,ชุมพร,86170,860504,8605,86
ทุ่งหลวง,ละแม,ชุมพร,86170,860502,8605,86
ละแม,ละแม,ชุมพร,86170,860501,8605,86
สวนแตง,ละแม,ชุมพร,86170,860503,8605,86
ครน,สวี,ชุมพร,86130,860707,8607,86
ด่านสวี,สวี,ชุมพร,86130,860706,8607,86
ทุ่งระยะ,สวี,ชุมพร,86130,860703,8607,86
ท่าหิน,สวี,ชุมพร,86130,860704,8607,86
นาสัก,สวี,ชุมพร,86130,860709,8607,86
นาโพธิ์,สวี,ชุมพร,86130,860701,8607,86
ปากแพรก,สวี,ชุมพร,86130,860705,8607,86
วิสัยใต้,สวี,ชุมพร,86130,860708,8607,86
สวี,สวี,ชุมพร,86130,860702,8607,86
เกาะกระ,สวี,ชุมพร,,False,8607,86
เกาะกุลา,สวี,ชุมพร,,False,8607,86
เกาะทองแก้ว,สวี,ชุมพร,,False,8607,86
เกาะบาตร์,สวี,ชุมพร,,False,8607,86
เกาะพัดหวายเล็ก,สวี,ชุมพร,,False,8607,86
เกาะพัดหวายใหญ่,สวี,ชุมพร,,False,8607,86
เกาะยูง,สวี,ชุมพร,,False,8607,86
เกาะหนู,สวี,ชุมพร,,False,8607,86
เกาะแมว,สวี,ชุมพร,,False,8607,86
เกาะแรด,สวี,ชุมพร,,False,8607,86
เขาค่าย,สวี,ชุมพร,86130,860711,8607,86
เขาทะลุ,สวี,ชุมพร,86130,860710,8607,86
ขันเงิน,หลังสวน,ชุมพร,86110,860402,8604,86
ท่ามะพลา,หลังสวน,ชุมพร,86110,860403,8604,86
นาขา,หลังสวน,ชุมพร,86110,860404,8604,86
นาพญา,หลังสวน,ชุมพร,86110,860405,8604,86
บางน้ำจืด,หลังสวน,ชุมพร,86150,860408,8604,86
บางมะพร้าว,หลังสวน,ชุมพร,86110,860407,8604,86
บ้านควน,หลังสวน,ชุมพร,86110,860406,8604,86
ปากน้ำ,หลังสวน,ชุมพร,86150,860102,8604,86
พ้อแดง,หลังสวน,ชุมพร,86110,860410,8604,86
วังตะกอ,หลังสวน,ชุมพร,86110,860412,8604,86
หลังสวน,หลังสวน,ชุมพร,86110,860401,8604,86
หาดยาย,หลังสวน,ชุมพร,86110,860413,8604,86
เกาะพิทักษ์,หลังสวน,ชุมพร,,False,8604,86
แหลมทราย,หลังสวน,ชุมพร,86110,860411,8604,86
ขุนกระทิง,เมืองชุมพร,ชุมพร,86190,860113,8601,86
ตากแดด,เมืองชุมพร,ชุมพร,86000,860107,8601,86
ถ้ำสิงห์,เมืองชุมพร,ชุมพร,86100,860117,8601,86
ทุ่งคา,เมืองชุมพร,ชุมพร,86100,860114,8601,86
ท่าตะเภา,เมืองชุมพร,ชุมพร,86000,860101,8601,86
ท่ายาง,เมืองชุมพร,ชุมพร,86000,860103,8601,86
นาชะอัง,เมืองชุมพร,ชุมพร,86000,860106,8601,86
นาทุ่ง,เมืองชุมพร,ชุมพร,86000,860105,8601,86
บางลึก,เมืองชุมพร,ชุมพร,86000,860108,8601,86
บางหมาก,เมืองชุมพร,ชุมพร,86000,860104,8601,86
บ้านนา,เมืองชุมพร,ชุมพร,86190,860112,8601,86
ปากน้ำ,เมืองชุมพร,ชุมพร,86120,860102,8601,86
วังใหม่,เมืองชุมพร,ชุมพร,86190,860111,8601,86
วังไผ่,เมืองชุมพร,ชุมพร,86000,860110,8601,86
วิสัยเหนือ,เมืองชุมพร,ชุมพร,86100,860115,8601,86
หาดทรายรี,เมืองชุมพร,ชุมพร,86120,860116,8601,86
หาดพันไกร,เมืองชุมพร,ชุมพร,86000,860109,8601,86
เกาะกา,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะกินหลักง้ำ,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะงามเล็ก,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะงามใหญ่,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะทองหลาง,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะทะลุ,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะมะพร้าว,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะมัตโพน,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะมาตรา,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะรังกาจิว,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะละวะ,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะสาก,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะหลักแรด,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะอีแรด,เมืองชุมพร,ชุมพร,,False,8601,86
เกาะเสม็ด,เมืองชุมพร,ชุมพร,,False,8601,86
กันตัง,กันตัง,ตรัง,92110,920201,9202,92
กันตังใต้,กันตัง,ตรัง,92110,920206,9202,92
คลองชีล้อม,กันตัง,ตรัง,92110,920214,9202,92
คลองลุ,กันตัง,ตรัง,92110,920208,9202,92
ควนธานี,กันตัง,ตรัง,92110,920202,9202,92
นาเกลือ,กันตัง,ตรัง,92110,920212,9202,92
บางสัก,กันตัง,ตรัง,92110,920211,9202,92
บางหมาก,กันตัง,ตรัง,92110,920203,9202,92
บางเป้า,กันตัง,ตรัง,92110,920204,9202,92
บ่อน้ำร้อน,กันตัง,ตรัง,92110,920210,9202,92
ย่านซื่อ,กันตัง,ตรัง,92110,920209,9202,92
วังวน,กันตัง,ตรัง,92110,920205,9202,92
เกาะลิบง,กันตัง,ตรัง,92110,920213,9202,92
โคกยาง,กันตัง,ตรัง,92110,920207,9202,92
ช่อง,นาโยง,ตรัง,92170,920121,9208,92
นาข้าวเสีย,นาโยง,ตรัง,92170,920111,9208,92
นาหมื่นศรี,นาโยง,ตรัง,92170,920112,9208,92
นาโยงเหนือ,นาโยง,ตรัง,92170,920116,9208,92
ละมอ,นาโยง,ตรัง,92170,920103,9208,92
โคกสะบ้า,นาโยง,ตรัง,92170,920102,9208,92
ทุ่งยาว,ปะเหลียน,ตรัง,92180,920402,9204,92
ท่าข้าม,ปะเหลียน,ตรัง,92120,920401,9204,92
ท่าพญา,ปะเหลียน,ตรัง,92140,920412,9204,92
บางด้วน,ปะเหลียน,ตรัง,92140,920404,9204,92
บ้านนา,ปะเหลียน,ตรัง,92140,920407,9204,92
ปะเหลียน,ปะเหลียน,ตรัง,92180,920403,9204,92
ลิพัง,ปะเหลียน,ตรัง,92180,920410,9204,92
สุโสะ,ปะเหลียน,ตรัง,92120,920409,9204,92
เกาะสุกร,ปะเหลียน,ตรัง,92120,920411,9204,92
แหลมสอม,ปะเหลียน,ตรัง,92180,920413,9204,92
ทุ่งกระบือ,ย่านตาขาว,ตรัง,92140,920306,9203,92
ทุ่งค่าย,ย่านตาขาว,ตรัง,92140,920307,9203,92
นาชุมเห็ด,ย่านตาขาว,ตรัง,92140,920303,9203,92
ย่านตาขาว,ย่านตาขาว,ตรัง,92140,920301,9203,92
หนองบ่อ,ย่านตาขาว,ตรัง,92140,920302,9203,92
เกาะเปียะ,ย่านตาขาว,ตรัง,92140,920308,9203,92
โพรงจระเข้,ย่านตาขาว,ตรัง,92140,920305,9203,92
ในควน,ย่านตาขาว,ตรัง,92140,920304,9203,92
คลองปาง,รัษฎา,ตรัง,92160,920612,9209,92
ควนเมา,รัษฎา,ตรัง,92160,920613,9209,92
หนองบัว,รัษฎา,ตรัง,92160,920604,9209,92
หนองปรือ,รัษฎา,ตรัง,92130,920603,9209,92
เขาไพร,รัษฎา,ตรัง,92160,920618,9209,92
ท่าสะบ้า,วังวิเศษ,ตรัง,92000,920595,9207,92
วังมะปราง,วังวิเศษ,ตรัง,92220,920598,9207,92
วังมะปรางเหนือ,วังวิเศษ,ตรัง,92220,920705,9207,92
อ่าวตง,วังวิเศษ,ตรัง,92220,920597,9207,92
เขาวิเศษ,วังวิเศษ,ตรัง,92220,920599,9207,92
กะลาเส,สิเกา,ตรัง,92150,920503,9205,92
นาเมืองเพชร,สิเกา,ตรัง,92000,920505,9205,92
บ่อหิน,สิเกา,ตรัง,92150,920501,9205,92
เขาไม้แก้ว,สิเกา,ตรัง,92150,920502,9205,92
ไม้ฝาด,สิเกา,ตรัง,92150,920504,9205,92
ตะเสะ,หาดสำราญ,ตรัง,92120,920406,9210,92
บ้าหวี,หาดสำราญ,ตรัง,92120,920408,9210,92
หาดสำราญ,หาดสำราญ,ตรัง,92120,920405,9210,92
ทุ่งต่อ,ห้วยยอด,ตรัง,92130,920620,9206,92
ท่างิ้ว,ห้วยยอด,ตรัง,92130,920614,9206,92
นาวง,ห้วยยอด,ตรัง,92210,920616,9206,92
บางกุ้ง,ห้วยยอด,ตรัง,92210,920606,9206,92
บางดี,ห้วยยอด,ตรัง,92210,920605,9206,92
ปากคม,ห้วยยอด,ตรัง,92130,920611,9206,92
ปากแจ่ม,ห้วยยอด,ตรัง,92190,920610,9206,92
ลำภูรา,ห้วยยอด,ตรัง,92190,920615,9206,92
วังคีรี,ห้วยยอด,ตรัง,92210,920621,9206,92
หนองช้างแล่น,ห้วยยอด,ตรัง,92130,920602,9206,92
ห้วยนาง,ห้วยยอด,ตรัง,92130,920617,9206,92
ห้วยยอด,ห้วยยอด,ตรัง,92130,920601,9206,92
เขากอบ,ห้วยยอด,ตรัง,92130,920607,9206,92
เขาขาว,ห้วยยอด,ตรัง,92130,920608,9206,92
เขาปูน,ห้วยยอด,ตรัง,92130,920609,9206,92
ในเตา,ห้วยยอด,ตรัง,92130,920619,9206,92
ควนปริง,เมืองตรัง,ตรัง,92000,920107,9201,92
ทับเที่ยง,เมืองตรัง,ตรัง,92000,920101,9201,92
นาตาล่วง,เมืองตรัง,ตรัง,92000,920117,9201,92
นาท่ามเหนือ,เมืองตรัง,ตรัง,92190,920119,9201,92
นาท่ามใต้,เมืองตรัง,ตรัง,92190,920120,9201,92
นาบินหลา,เมืองตรัง,ตรัง,92170,920106,9201,92
นาพละ,เมืองตรัง,ตรัง,92000,920104,9201,92
นาโต๊ะหมิง,เมืองตรัง,ตรัง,92000,920113,9201,92
นาโยงใต้,เมืองตรัง,ตรัง,92170,920108,9201,92
น้ำผุด,เมืองตรัง,ตรัง,92000,920115,9201,92
บางรัก,เมืองตรัง,ตรัง,92000,920109,9201,92
บ้านควน,เมืองตรัง,ตรัง,92000,920105,9201,92
บ้านโพธิ์,เมืองตรัง,ตรัง,92000,920118,9201,92
หนองตรุด,เมืองตรัง,ตรัง,92000,920114,9201,92
โคกหล่อ,เมืองตรัง,ตรัง,92000,920110,9201,92
คลองใหญ่,คลองใหญ่,ตราด,23110,230201,2302,23
หาดเล็ก,คลองใหญ่,ตราด,23110,230203,2302,23
ไม้รูด,คลองใหญ่,ตราด,23110,230202,2302,23
ช้างทูน,บ่อไร่,ตราด,23140,230398,2304,23
ด่านชุมพล,บ่อไร่,ตราด,23140,230396,2304,23
นนทรีย์,บ่อไร่,ตราด,23140,230405,2304,23
บ่อพลอย,บ่อไร่,ตราด,23140,230399,2304,23
หนองบอน,บ่อไร่,ตราด,23140,230397,2304,23
เกาะกูด,เกาะกูด,ตราด,23000,230506,2306,23
เกาะหมาก,เกาะกูด,ตราด,23000,230505,2306,23
เกาะช้าง,เกาะช้าง,ตราด,23170,230504,2307,23
เกาะช้างใต้,เกาะช้าง,ตราด,23170,230508,2307,23
ทุ่งนนทรี,เขาสมิง,ตราด,23130,230308,2303,23
ท่าโสม,เขาสมิง,ตราด,23150,230304,2303,23
ประณีต,เขาสมิง,ตราด,23150,230306,2303,23
วังตะเคียน,เขาสมิง,ตราด,23130,230303,2303,23
สะตอ,เขาสมิง,ตราด,23150,230305,2303,23
เขาสมิง,เขาสมิง,ตราด,23130,230301,2303,23
เทพนิมิต,เขาสมิง,ตราด,23150,230307,2303,23
แสนตุ้ง,เขาสมิง,ตราด,23150,230302,2303,23
ชำราก,เมืองตราด,ตราด,23000,230113,2301,23
ตะกาง,เมืองตราด,ตราด,23000,230112,2301,23
ท่ากุ่ม,เมืองตราด,ตราด,23000,230111,2301,23
ท่าพริก,เมืองตราด,ตราด,23000,230110,2301,23
บางพระ,เมืองตราด,ตราด,23000,230101,2301,23
วังกระแจะ,เมืองตราด,ตราด,23000,230107,2301,23
หนองคันทรง,เมืองตราด,ตราด,23000,230104,2301,23
หนองเสม็ด,เมืองตราด,ตราด,23000,230102,2301,23
หนองโสน,เมืองตราด,ตราด,23000,230103,2301,23
ห้วงน้ำขาว,เมืองตราด,ตราด,23000,230105,2301,23
ห้วยแร้ง,เมืองตราด,ตราด,23000,230108,2301,23
อ่าวใหญ่,เมืองตราด,ตราด,23000,230106,2301,23
เนินทราย,เมืองตราด,ตราด,23000,230109,2301,23
แหลมกลัด,เมืองตราด,ตราด,23000,230114,2301,23
คลองใหญ่,แหลมงอบ,ตราด,23120,230201,2305,23
น้ำเชี่ยว,แหลมงอบ,ตราด,23120,230502,2305,23
บางปิด,แหลมงอบ,ตราด,23120,230503,2305,23
แหลมงอบ,แหลมงอบ,ตราด,23120,230501,2305,23
ท่าสองยาง,ท่าสองยาง,ตาก,63150,630501,6305,63
แม่ต้าน,ท่าสองยาง,ตาก,63150,630502,6305,63
แม่วะหลวง,ท่าสองยาง,ตาก,63150,630505,6305,63
แม่สอง,ท่าสองยาง,ตาก,63150,630503,6305,63
แม่หละ,ท่าสองยาง,ตาก,63150,630504,6305,63
แม่อุสุ,ท่าสองยาง,ตาก,63150,630506,6305,63
ตากตก,บ้านตาก,ตาก,63120,630204,6302,63
ตากออก,บ้านตาก,ตาก,63120,630201,6302,63
ทุ่งกระเชาะ,บ้านตาก,ตาก,63120,630206,6302,63
ท้องฟ้า,บ้านตาก,ตาก,63120,630207,6302,63
สมอโคน,บ้านตาก,ตาก,63120,630202,6302,63
เกาะตะเภา,บ้านตาก,ตาก,63120,630205,6302,63
แม่สลิด,บ้านตาก,ตาก,63120,630203,6302,63
คีรีราษฎร์,พบพระ,ตาก,63160,630703,6307,63
ช่องแคบ,พบพระ,ตาก,63160,630702,6307,63
พบพระ,พบพระ,ตาก,63160,630701,6307,63
รวมไทยพัฒนา,พบพระ,ตาก,63160,630705,6307,63
วาเล่ย์,พบพระ,ตาก,63160,630704,6307,63
นาโบสถ์,วังเจ้า,ตาก,63180,630116,6309,63
ประดาง,วังเจ้า,ตาก,63180,630117,6309,63
เชียงทอง,วังเจ้า,ตาก,63180,630110,6309,63
บ้านนา,สามเงา,ตาก,63130,630305,6303,63
ยกกระบัตร,สามเงา,ตาก,63130,630303,6303,63
ย่านรี,สามเงา,ตาก,63130,630304,6303,63
วังจันทร์,สามเงา,ตาก,63130,630306,6303,63
วังหมัน,สามเงา,ตาก,63130,630302,6303,63
สามเงา,สามเงา,ตาก,63130,630301,6303,63
หนองหลวง,อุ้มผาง,ตาก,63170,630102,6308,63
อุ้มผาง,อุ้มผาง,ตาก,63170,630801,6308,63
แม่กลอง,อุ้มผาง,ตาก,63170,630806,6308,63
แม่จัน,อุ้มผาง,ตาก,63170,630804,6308,63
แม่ละมุ้ง,อุ้มผาง,ตาก,63170,630805,6308,63
โมโกร,อุ้มผาง,ตาก,63170,630803,6308,63
ตลุกกลางทุ่ง,เมืองตาก,ตาก,63000,630115,6301,63
น้ำรึม,เมืองตาก,ตาก,63000,630108,6301,63
ป่ามะม่วง,เมืองตาก,ตาก,63000,630112,6301,63
ระแหง,เมืองตาก,ตาก,63000,630101,6301,63
วังประจบ,เมืองตาก,ตาก,63000,630114,6301,63
วังหิน,เมืองตาก,ตาก,63000,630109,6301,63
หนองบัวเหนือ,เมืองตาก,ตาก,63000,630105,6301,63
หนองบัวใต้,เมืองตาก,ตาก,63000,630113,6301,63
หนองหลวง,เมืองตาก,ตาก,63000,630102,6301,63
หัวเดียด,เมืองตาก,ตาก,63000,630104,6301,63
เชียงเงิน,เมืองตาก,ตาก,63000,630103,6301,63
แม่ท้อ,เมืองตาก,ตาก,63000,630111,6301,63
โป่งแดง,เมืองตาก,ตาก,63000,630107,6301,63
ไม้งาม,เมืองตาก,ตาก,63000,630106,6301,63
ขะเนจื้อ,แม่ระมาด,ตาก,63140,630403,6304,63
พระธาตุ,แม่ระมาด,ตาก,63140,630406,6304,63
สามหมื่น,แม่ระมาด,ตาก,63140,630405,6304,63
แม่จะเรา,แม่ระมาด,ตาก,63140,630402,6304,63
แม่ตื่น,แม่ระมาด,ตาก,63140,630404,6304,63
แม่ระมาด,แม่ระมาด,ตาก,63140,630401,6304,63
ด่านแม่ละเมา,แม่สอด,ตาก,63110,630609,6306,63
ท่าสายลวด,แม่สอด,ตาก,63110,630606,6306,63
พระธาตุผาแดง,แม่สอด,ตาก,63110,630610,6306,63
พะวอ,แม่สอด,ตาก,63110,630603,6306,63
มหาวัน,แม่สอด,ตาก,63110,630608,6306,63
แม่กาษา,แม่สอด,ตาก,63110,630605,6306,63
แม่กุ,แม่สอด,ตาก,63110,630602,6306,63
แม่ตาว,แม่สอด,ตาก,63110,630604,6306,63
แม่ปะ,แม่สอด,ตาก,63110,630607,6306,63
แม่สอด,แม่สอด,ตาก,63110,630601,6306,63
ทองหลาง,บ้านนา,นครนายก,26110,260305,2603,26
บางอ้อ,บ้านนา,นครนายก,26110,260306,2603,26
บ้านนา,บ้านนา,นครนายก,26110,260301,2603,26
บ้านพริก,บ้านนา,นครนายก,26110,260303,2603,26
บ้านพร้าว,บ้านนา,นครนายก,26110,260302,2603,26
ป่าขะ,บ้านนา,นครนายก,26110,260308,2603,26
พิกุลออก,บ้านนา,นครนายก,26110,260307,2603,26
ศรีกะอาง,บ้านนา,นครนายก,26110,260310,2603,26
อาษา,บ้านนา,นครนายก,26110,260304,2603,26
เขาเพิ่ม,บ้านนา,นครนายก,26110,260309,2603,26
ท่าเรือ,ปากพลี,นครนายก,26130,260205,2602,26
นาหินลาด,ปากพลี,นครนายก,26130,260207,2602,26
ปากพลี,ปากพลี,นครนายก,26130,260203,2602,26
หนองแสง,ปากพลี,นครนายก,26130,260206,2602,26
เกาะหวาย,ปากพลี,นครนายก,26130,260201,2602,26
เกาะโพธิ์,ปากพลี,นครนายก,26130,260202,2602,26
โคกกรวด,ปากพลี,นครนายก,26130,260204,2602,26
คลองใหญ่,องครักษ์,นครนายก,26120,260411,2604,26
ชุมพล,องครักษ์,นครนายก,26120,260410,2604,26
ทรายมูล,องครักษ์,นครนายก,26120,260406,2604,26
บางปลากด,องครักษ์,นครนายก,26120,260407,2604,26
บางลูกเสือ,องครักษ์,นครนายก,26120,260408,2604,26
บางสมบูรณ์,องครักษ์,นครนายก,26120,260405,2604,26
บึงศาล,องครักษ์,นครนายก,26120,260402,2604,26
พระอาจารย์,องครักษ์,นครนายก,26120,260401,2604,26
ศีรษะกระบือ,องครักษ์,นครนายก,26120,260403,2604,26
องครักษ์,องครักษ์,นครนายก,26120,260409,2604,26
โพธิ์แทน,องครักษ์,นครนายก,26120,260404,2604,26
ดงละคร,เมืองนครนายก,นครนายก,26000,260108,2601,26
ดอนยอ,เมืองนครนายก,นครนายก,26000,260106,2601,26
ท่าช้าง,เมืองนครนายก,นครนายก,26000,260102,2601,26
ท่าทราย,เมืองนครนายก,นครนายก,26000,260105,2601,26
นครนายก,เมืองนครนายก,นครนายก,26000,260101,2601,26
บ้านใหญ่,เมืองนครนายก,นครนายก,26000,260103,2601,26
พรหมณี,เมืองนครนายก,นครนายก,26000,260113,2601,26
วังกระโจม,เมืองนครนายก,นครนายก,26000,260104,2601,26
ศรีจุฬา,เมืองนครนายก,นครนายก,26000,260107,2601,26
ศรีนาวา,เมืองนครนายก,นครนายก,26000,260109,2601,26
สาริกา,เมืองนครนายก,นครนายก,26000,260110,2601,26
หินตั้ง,เมืองนครนายก,นครนายก,26000,260111,2601,26
เขาพระ,เมืองนครนายก,นครนายก,26000,260112,2601,26
กระตีบ,กำแพงแสน,นครปฐม,73180,730202,7302,73
กำแพงแสน,กำแพงแสน,นครปฐม,73140,730212,7302,73
ดอนข่อย,กำแพงแสน,นครปฐม,73140,730208,7302,73
ทุ่งกระพังโหม,กำแพงแสน,นครปฐม,73140,730201,7302,73
ทุ่งขวาง,กำแพงแสน,นครปฐม,73140,730205,7302,73
ทุ่งบัว,กำแพงแสน,นครปฐม,73140,730207,7302,73
ทุ่งลูกนก,กำแพงแสน,นครปฐม,73140,730203,7302,73
รางพิกุล,กำแพงแสน,นครปฐม,73140,730213,7302,73
วังน้ำเขียว,กำแพงแสน,นครปฐม,73140,730215,7302,73
สระพัฒนา,กำแพงแสน,นครปฐม,73180,730209,7302,73
สระสี่มุม,กำแพงแสน,นครปฐม,73140,730206,7302,73
หนองกระทุ่ม,กำแพงแสน,นครปฐม,73140,730214,7302,73
ห้วยขวาง,กำแพงแสน,นครปฐม,73140,730204,7302,73
ห้วยม่วง,กำแพงแสน,นครปฐม,73180,730211,7302,73
ห้วยหมอนทอง,กำแพงแสน,นครปฐม,73140,730210,7302,73
ดอนพุทรา,ดอนตูม,นครปฐม,73150,730404,7304,73
ดอนรวก,ดอนตูม,นครปฐม,73150,730406,7304,73
บ้านหลวง,ดอนตูม,นครปฐม,73150,730405,7304,73
ลำลูกบัว,ดอนตูม,นครปฐม,73150,730408,7304,73
ลำเหย,ดอนตูม,นครปฐม,73150,730403,7304,73
สามง่าม,ดอนตูม,นครปฐม,73150,730401,7304,73
ห้วยด้วน,ดอนตูม,นครปฐม,73150,730407,7304,73
ห้วยพระ,ดอนตูม,นครปฐม,73150,730402,7304,73
ขุนแก้ว,นครชัยศรี,นครปฐม,73120,730307,7303,73
งิ้วราย,นครชัยศรี,นครปฐม,73120,730323,7303,73
ดอนแฝก,นครชัยศรี,นครปฐม,73120,730317,7303,73
ท่ากระชับ,นครชัยศรี,นครปฐม,73120,730306,7303,73
ท่าตำหนัก,นครชัยศรี,นครปฐม,73120,730304,7303,73
ท่าพระยา,นครชัยศรี,นครปฐม,73120,730308,7303,73
นครชัยศรี,นครชัยศรี,นครปฐม,73120,730301,7303,73
บางกระเบา,นครชัยศรี,นครปฐม,73120,730302,7303,73
บางพระ,นครชัยศรี,นครปฐม,73120,730320,7303,73
บางระกำ,นครชัยศรี,นครปฐม,73120,730310,7303,73
บางแก้ว,นครชัยศรี,นครปฐม,73120,730305,7303,73
บางแก้วฟ้า,นครชัยศรี,นครปฐม,73120,730321,7303,73
พะเนียด,นครชัยศรี,นครปฐม,73120,730309,7303,73
ลานตากฟ้า,นครชัยศรี,นครปฐม,73120,730322,7303,73
วัดละมุด,นครชัยศรี,นครปฐม,73120,730319,7303,73
วัดสำโรง,นครชัยศรี,นครปฐม,73120,730316,7303,73
วัดแค,นครชัยศรี,นครปฐม,73120,730303,7303,73
ศรีมหาโพธิ์,นครชัยศรี,นครปฐม,73120,730314,7303,73
ศรีษะทอง,นครชัยศรี,นครปฐม,73120,730312,7303,73
สัมปทวน,นครชัยศรี,นครปฐม,73120,730315,7303,73
ห้วยพลู,นครชัยศรี,นครปฐม,73120,730318,7303,73
แหลมบัว,นครชัยศรี,นครปฐม,73120,730313,7303,73
โคกพระเจดีย์,นครชัยศรี,นครปฐม,73120,730311,7303,73
ไทยาวาส,นครชัยศรี,นครปฐม,73120,730324,7303,73
คลองนกกระทุง,บางเลน,นครปฐม,73130,730512,7305,73
ดอนตูม,บางเลน,นครปฐม,73130,730509,7305,73
นราภิรมย์,บางเลน,นครปฐม,73130,730513,7305,73
นิลเพชร,บางเลน,นครปฐม,73130,730510,7305,73
บัวปากท่า,บางเลน,นครปฐม,73130,730511,7305,73
บางปลา,บางเลน,นครปฐม,73130,730502,7305,73
บางภาษี,บางเลน,นครปฐม,73130,730504,7305,73
บางระกำ,บางเลน,นครปฐม,73130,730310,7305,73
บางหลวง,บางเลน,นครปฐม,73190,730503,7305,73
บางเลน,บางเลน,นครปฐม,73130,730501,7305,73
บางไทรป่า,บางเลน,นครปฐม,73130,730506,7305,73
ลำพญา,บางเลน,นครปฐม,73130,730514,7305,73
หินมูล,บางเลน,นครปฐม,73190,730507,7305,73
ไทรงาม,บางเลน,นครปฐม,73130,730508,7305,73
ไผ่หูช้าง,บางเลน,นครปฐม,73130,730515,7305,73
คลองโยง,พุทธมณฑล,นครปฐม,73170,730327,7307,73
มหาสวัสดิ์,พุทธมณฑล,นครปฐม,73170,730326,7307,73
ศาลายา,พุทธมณฑล,นครปฐม,73170,730325,7307,73
กระทุ่มล้ม,สามพราน,นครปฐม,73220,730610,7306,73
คลองจินดา,สามพราน,นครปฐม,73110,730613,7306,73
คลองใหม่,สามพราน,นครปฐม,73110,730611,7306,73
ตลาดจินดา,สามพราน,นครปฐม,73110,730612,7306,73
ทรงคนอง,สามพราน,นครปฐม,73210,730602,7306,73
ท่าข้าม,สามพราน,นครปฐม,73110,730601,7306,73
ท่าตลาด,สามพราน,นครปฐม,73110,730609,7306,73
บางกระทึก,สามพราน,นครปฐม,73210,730604,7306,73
บางช้าง,สามพราน,นครปฐม,73110,730607,7306,73
บางเตย,สามพราน,นครปฐม,73210,730605,7306,73
บ้านใหม่,สามพราน,นครปฐม,73110,730615,7306,73
ยายชา,สามพราน,นครปฐม,73110,730614,7306,73
สามพราน,สามพราน,นครปฐม,73110,730606,7306,73
หอมเกร็ด,สามพราน,นครปฐม,73110,730603,7306,73
อ้อมใหญ่,สามพราน,นครปฐม,73160,730616,7306,73
ไร่ขิง,สามพราน,นครปฐม,73210,730608,7306,73
ดอนยายหอม,เมืองนครปฐม,นครปฐม,73000,730108,7301,73
ตาก้อง,เมืองนครปฐม,นครปฐม,73000,730105,7301,73
ถนนขาด,เมืองนครปฐม,นครปฐม,73000,730109,7301,73
ทัพหลวง,เมืองนครปฐม,นครปฐม,73000,730123,7301,73
ทุ่งน้อย,เมืองนครปฐม,นครปฐม,73000,730115,7301,73
ธรรมศาลา,เมืองนครปฐม,นครปฐม,73000,730104,7301,73
นครปฐม,เมืองนครปฐม,นครปฐม,73000,730111,7301,73
บางแขม,เมืองนครปฐม,นครปฐม,73000,730102,7301,73
บ่อพลับ,เมืองนครปฐม,นครปฐม,73000,730110,7301,73
บ้านยาง,เมืองนครปฐม,นครปฐม,73000,730125,7301,73
พระปฐมเจดีย์,เมืองนครปฐม,นครปฐม,73000,730101,7301,73
พระประโทน,เมืองนครปฐม,นครปฐม,73000,730103,7301,73
มาบแค,เมืองนครปฐม,นครปฐม,73000,730106,7301,73
